address,city,country,longitude,name,province_nameChanged
5585 Overseas Hwy,Marathon,US,-81.073312,McDonald's,FL
5150 Overseas Hwy,Marathon,US,-81.079115,Wendy's,FL
6501 Overseas Hwy,Marathon,US,-81.067184,KFC,FL
4003 E 120th Ave,Denver,US,-104.93894,Good Times Burgers & Frozen Custard,CO
13802 E 33rd Pl,Aurora,US,-104.82609,Little Caesars Pizza,CO
8547 E Arapahoe Rd,Englewood,US,-104.89159,Five Guys,CO
625 Peoria St,Aurora,US,-104.847203,Burger King,CO
14561 E Mississippi Ave,Aurora,US,-104.818405,Baskin-Robbins,CO
301 W 84th Ave,Denver,US,-104.99443,Burger King,CO
900 W Hampden Ave,Englewood,US,-104.998608,Burger King,CO
2227 Gellert Blvd,South San Francisco,US,-122.452847,Round Table Pizza,CA
106 Liberty St,New York,US,-74.011824,Burger King,NY
265 W 37th St,New York,US,-73.991526,Dunkin' Donuts,NY
7501 W Washington Ave,Las Vegas,US,-115.258,Little Caesars Pizza,NV
2301 W Lancaster Blvd,Lancaster,US,-118.17263,McDonald's,CA
1861 W Avenue I,Lancaster,US,-118.15121,Panda Express,CA
839 W Avenue I,Lancaster,US,-118.146623,McDonald's,CA
43645 Challenger Way,Lancaster,US,-118.11286,McDonald's,CA
44411 Valley Central Way,Lancaster,US,-118.172236,Panda Express,CA
1511 W Avenue K,Lancaster,US,-118.1563,Carl's Jr.,CA
806 E Alosta Ave,Azusa,US,-117.89306,KFC,CA
2555 S Jones Blvd,Las Vegas,US,-115.22561,Little Caesars Pizza,NV
43627 15th St W,Lancaster,US,-118.155634,Burger King,CA
4075 S Buffalo Dr,Las Vegas,US,-115.26167,McDonald's,NV
2020 N Rainbow Blvd,Las Vegas,US,-115.24086,McDonald's,NV
2520 Bouldercrest Rd Se,Atlanta,US,-84.31103,Domino's Pizza,GA
728 Gallatin Ave,Nashville,US,-86.74823,Burger King,TN
3400 Buford Highway NE,Atlanta,US,-84.32576,Papa John's Pizza,GA
4957 Winters Chapel Rd,Atlanta,US,-84.270072,Pizza Hut,GA
4511 Chamblee Dunwoody Rd,Atlanta,US,-84.313791,Subway,GA
2771 Spring Rd SE,Atlanta,US,-84.47257,Pizza Hut,GA
2886 Clairmont Rd Ne,Atlanta,US,-84.315281,Waffle House,GA
3950 Las Vegas Blvd. South,Las Vegas,US,-115.17516,Johnny Rockets,NV
3435 Roosevelt Hwy,Red Oak,US,-84.5007,Domino's Pizza,GA
2090 Dunwoody Club Dr,Atlanta,US,-84.300962,Pizza Hut,GA
5468 Chamblee Dunwoody Rd,Atlanta,US,-84.335702,Burger King,GA
231 Peachtree St NE,Atlanta,US,-84.386641,Checkers,GA
2304 N Druid Hills Rd NE,Atlanta,US,-84.3305,Burger King,GA
8725 Roswell Rd,Atlanta,US,-84.349807,Wingstop,GA
3330 Cobb Pkwy SE,Atlanta,US,-84.45619,Little Caesars Pizza,GA
4334 Fulton Industrial Blvd SW,Atlanta,US,-84.528493,McDonald's,GA
6000 N Terminal Pkwy,Atlanta,US,-84.43328,McDonald's,GA
3534 Martin Luther King Jr Dr SW,Atlanta,US,-84.50346,McDonald's,GA
814 Arago St,Egg Harbor City,US,-74.643394,Luby's,NJ
3683 Bruckner Blvd,Bronx,US,-73.826831,SUBWAY,NY
221 E Tremont Ave.,Bronx,US,-73.90469,SUBWAY,NY
1215 S Kihei Rd,Kihei,US,-156.455148,Domino's Pizza,HI
11521 N FM 620 Ste 675,Austin,US,-97.82581,Papa John's Pizza,TX
14324 Front Beach Rd,Panama City Beach,US,-85.85357,Pizza Hut,FL
154 E 116th St,New York,US,-73.941459,Burger King,NY
966 3rd Ave,New York,US,-73.96743,McDonald's,NY
146 Delancey St,New York,US,-73.986585,Burger King,NY
274 Madison Ave,New York,US,-73.98043,Chipotle Mexican Grill,NY
227 1st Ave,New York,US,-73.98315,Subway,NY
112 John St,New York,US,-74.00596,Subway,NY
1885 3rd Ave,New York,US,-73.94552,Subway,NY
1873 2nd Ave,New York,US,-73.94708,Subway,NY
100 Main St,North Myrtle Beach,US,-78.67186,McDonald's,SC
2299 Dick Pond Rd,Myrtle Beach,US,-78.97341,SONIC Drive In,SC
16 W 8th St,New York,US,-73.99746,Domino's Pizza,NY
2554 Adam Clayton Powell Jr Blvd,New York,US,-73.93795,Domino's Pizza,NY
720 W 181st St,New York,US,-73.93708,Pizza Hut,NY
1945 Mister Joe White Ave,Myrtle Beach,US,-78.899944,Subway,SC
1100 Jet Port Road,Myrtle Beach,US,-78.9285,Steak 'n Shake,SC
1009 Boardwalk,Asbury Park,US,-74.000942,Mayfair Boardwalk Grill,NJ
375 Avalon Park South Blvd,Orlando,US,-81.150604,Burger King,FL
4835 W 111th St,Alsip,US,-87.74083,Nino's Pizza,IL
2108 Bruton Blvd,Orlando,US,-81.4262,Domino's Pizza,FL
5628 Hansel Ave,Orlando,US,-81.367885,Pizza Hut,FL
702 W Camelback Rd,Phoenix,US,-112.08354,Papa Johns Pizza,AZ
82 Montgomery Ave,Long Branch,US,-73.9856,Domino's Pizza,NJ
7455 S Power Rd,Queen Creek,US,-111.685601,Burger King,AZ
23682 S Power Rd,Queen Creek,US,-111.685847,Burger King,AZ
6047 Black Horse Pike,Egg Harbor Township,US,-74.611435,Burger King,NJ
21 S Main St,Barnegat,US,-74.2374,Domino's Pizza,NJ
132 Route 37 E,Toms River,US,-74.18959,White Castle,NJ
1501 Main St,Asbury Park,US,-74.00925,McDonald's,NJ
6650 W Bethany Home Rd,Glendale,US,-112.202157,Pizza Hut,AZ
300 N Michigan Ave,Chicago,US,-87.62454,Subway,IL
203 E 26th St,New York,US,-73.98134,Little Caesars Pizza,NY
6111 188th St,Fresh Meadows,US,-73.7881,Little Caesars Pizza,NY
13350 Dallas Parkway,Dallas,US,-96.82028,Five Guys,TX
23 S Clark St,Chicago,US,-87.630848,McDonald's,IL
5050 N Cicero Ave,Chicago,US,-87.74791,Subway,IL
5409 S Harlem Ave,Chicago,US,-87.80149,Subway,IL
3336 N Harlem Ave,Chicago,US,-87.8068,Domino's Pizza,IL
5008 N Pulaski Rd,Chicago,US,-87.7282,Domino's Pizza,IL
5624 W Roosevelt Rd,Chicago,US,-87.765386,McDonald's,IL
1401 W Fullerton Ave,Chicago,US,-87.663536,Burger King,IL
5240 N Pulaski Rd,Chicago,US,-87.72823,Pizza Hut,IL
317 N Dearborn St,Chicago,US,-87.629524,Subway,IL
4041 E Thomas Rd #124,Phoenix,US,-111.9949779,Maria's Fry Bread & Mexican Food,AZ
3076 E Chandler Heights Rd,Gilbert,US,-111.72317,Papa John's,AZ
7440 W Cactus Rd Ste A2,Peoria,US,-112.219334,Domino's Pizza,AZ
7710 W Lower Buckeye Rd Ste 110,Phoenix,US,-112.226012,Domino's Pizza,AZ
213 Madison St,New York,US,-73.98925,McDonald's,NY
1285 Avenue of the Americas,New York,US,-73.980576,Subway,NY
143 W Division St,Chicago,US,-87.63307,Domino's Pizza,IL
311 Ne 103rd St,Seattle,US,-122.32513,Five Guys,WA
4851 S Central Ave,Chicago,US,-87.76259,Burger King,IL
14340 15th Ave NE,Seattle,US,-122.312543,Burger King,WA
6650 W Thomas Rd,Phoenix,US,-112.20288,Domino's Pizza,AZ
2207 Demere Rd,Saint Simons Island,US,-81.390485,Burger King,GA
6400 W Irving Park Rd,Chicago,US,-87.78684,Burger King,IL
4740 42nd Ave SW,Seattle,US,-122.38539,Taco Del Mar,WA
5050 N Cicero Ave,Chicago,US,-87.74791,Dunkin' Donuts,IL
5615 S Harlem Ave,Chicago,US,-87.80132,Dunkin' Donuts,IL
4975 W Irlo Bronson Memorial Hwy,Kissimmee,US,-81.48183,Wingstreet,FL
433 N Alafaya Trail,Orlando,US,-81.20696,Charleys Philly Steaks,FL
15505 Stoneybrook West Pkwy,Winter Garden,US,-81.61875,Domino's Pizza,FL
2424 S Beretania St,Honolulu,US,-157.82838,Domino's Pizza,HI
2507 S King St,Honolulu,US,-157.82361,Subway,HI
1056 S Beretania St,Honolulu,US,-157.8462,Burger King,HI
2317 N School St,Honolulu,US,-157.87595,Jack in the Box,HI
2183 N King St,Honolulu,US,-157.880676,Jack in the Box,HI
2401 W Oak Ridge Rd,Orlando,US,-81.41374,Little Caesars Pizza,FL
21258 E. Rittenhouse Rd.,Queen Creek,US,-111.62649,Pizza Hut,AZ
4224 Waialae Ave,Honolulu,US,-157.80063,Dominos Pizza,HI
1695 Kapiolani Blvd,Honolulu,US,-157.8376,Subway,HI
7233 John W Carpenter Fwy,Dallas,US,-96.870528,McDonald's,TX
3133 Waialae Ave,Honolulu,US,-157.80946,Subway,HI
768 Kapahulu Ave,Honolulu,US,-157.81433,Pizza Hut,HI
2875 Paa St Ste A,Honolulu,US,-157.87595,Papa John’s Pizza,HI
3131 N Nimitz Hwy,Honolulu,US,-157.90996,Dominos Pizza,HI
8014 Lake City Way NE,Seattle,US,-122.312497,SUBWAY,WA
12248 Aurora Ave N,Seattle,US,-122.344896,SUBWAY,WA
12421 Renton Ave S,Seattle,US,-122.24053,Pizza Hut,WA
13241 Aurora Ave N,Seattle,US,-122.344989,Burger King,WA
15500 1st Ave S,Seattle,US,-122.333893,Subway,WA
414 W Martin Luther King Jr Blvd,Austin,US,-97.742701,McDonald's,TX
5105 E Stassney Ln,Austin,US,-97.73961,SONIC Drive In,TX
1901 North Cove Blvd,Panama City,US,-85.65037,Waffle House,FL
1396 W 15th St,Panama City,US,-85.68337,Burger King,FL
"8776 Thomas Dr Ste 1,",Panama City,US,-85.79218,Pizza Hut,FL
547 Euclid Ave Ste 120,Lexington,US,-84.49377,Jimmy John's,KY
8641 Golf Course Rd NW,Albuquerque,US,-106.68786,Blake's Lotaburger,NM
5335 Lawrenceville Hwy NW,Lilburn,US,-84.15787,Hardee's,GA
7104 Fairway Dr,Palm Beach Gardens,US,-80.131882,Burger King,FL
2340 Randleman Rd,Greensboro,US,-79.8014,KFC,NC
1852 Reisterstown Rd Ste 108,Pikesville,US,-76.74007,Subway,MD
306b Charles St,Providence,US,-71.4381,Subway,RI
514 Hickory Ridge Drive,Greensboro,US,-79.959841,Bojangles' Famous Chicken 'n Biscuits,NC
132 Sunset Dr C,San Ramon,US,-121.9611,Baja Fresh,CA
6725 W 28th Ave,Hialeah,US,-80.3392,KFC,FL
1305 N Frazier St,Georgetown,US,-79.289473,Bojangles' Famous Chicken 'n Biscuits,SC
6005 Liberty Rd,Gwynn Oak,US,-76.713,McDonald's,MD
2514 Clements Ferry Rd,Charleston,US,-79.92403,Bojangles' Famous Chicken 'n Biscuits,SC
5110 Capitol Blvd SE,Olympia,US,-122.9093,KFC,WA
1607 Rockville Pike,Rockville,US,-77.127082,Baja Fresh,MD
830 Assembly St,Columbia,US,-81.03283,Subway,SC
2935 S McKenzie St,Foley,US,-87.68247,Hardee's,AL
11052 E Colonial Drive,Orlando,US,-81.223,Krystal,FL
420 W Lincoln Hwy,Chicago Heights,US,-87.66087,Nick's Gyros,IL
1969 Elmwood Ave,Buffalo,US,-78.876333,Checkers,NY
3500 Russell Rd,Quantico,US,-77.3483,Subway,VA
1679 Federal Blvd 282,Denver,US,-105.0253,KFC,CO
5501 Wilmington Pike,Dayton,US,-84.10994,KFC,OH
2631 172nd St NE Unit 106,Marysville,US,-122.19483,QDOBA Mexican Eats,WA
1 King St,Saint Augustine,US,-81.311072,South-A-Philly Steaks and Hoagies,FL
2300 E Lincoln Hwy,Langhorne,US,-74.879345,McDonald's,PA
2560 N Perris Blvd Ste X,Perris,US,-117.2266,Jack in the Box,CA
2961 Shallowford Rd,Marietta,US,-84.464572,Wendy's,GA
3575 Boylston Hwy,Mills River,US,-82.56992,Bojangles' Famous Chicken 'n Biscuits,NC
8124 S 84th St,La Vista,US,-96.04376,Subway,NE
6729 S 19th St,Tacoma,US,-122.528511,Taco Bell,WA
30010 S Dixie Hwy,Homestead,US,-80.46,KFC,FL
1090 Virginia Center Pkwy,Glen Allen,US,-77.45894,Subway,VA
415 S Regional Rd,Greensboro,US,-79.95559,Arby's,NC
826 S Main St,Kernersville,US,-80.0874,KFC,NC
1450 Ala Moana Blvd Ste 1298,Honolulu,US,-157.84387,Jack in the Box,HI
8669 W 135th St,Overland Park,US,-94.68602,KFC,KS
8009 W Florissant Ave,Saint Louis,US,-90.27669,Wendy's,MO
2885 S 5600 W,Salt Lake City,US,-112.02436,Jimmy John's,UT
1025 N Hills Blvd,Reno,US,-119.83671,Burger King,NV
8787 Mentor Ave,Mentor,US,-81.325625,DQ Grill & Chill / Orange Julius,OH
3799 E Shelby Dr,Memphis,US,-89.93736,Lenny's Sub Shop,TN
3100 W Broward Blvd,Fort Lauderdale,US,-80.1865,KFC,FL
4010 Colonel Glenn Hwy,Dayton,US,-84.080082,Hardee's,OH
1480 85th Ave N,Minneapolis,US,-93.29947,McDonald's,MN
1309 Veterans Memorial Blvd,Kenner,US,-90.25073,Dominos Pizza,LA
20 Airport Rd,Saint Louis,US,-90.307919704,Popeye's,MO
1145 N McCarran Blvd Ste 113,Sparks,US,-119.73423,Domino's Pizza,NV
813 S Main St,Kernersville,US,-80.0873,Hardee's,NC
516 Broadway,Bayonne,US,-74.1175,KFC,NJ
2079 S Main St,Bellefontaine,US,-83.761371,Taco Bell,OH
901 N Columbia Center Blvd,Kennewick,US,-119.22468,Taco Bell,WA
1217 S Baltimore St,Kirksville,US,-92.571955,Taco Bell,MO
2315 W 7th St,Joplin,US,-94.543178,Taco Bell,MO
3875 SE Green Country Rd,Bartlesville,US,-95.933863,Taco Bell,OK
1816 E Madison Ave,Bastrop,US,-91.89223,Taco Bell,LA
4033 Bell Rd,Newburgh,US,-87.4048,Hardee's,IN
1411 Main St,Paris,US,-84.257087,Hardee's,KY
4901 John F Kennedy Blvd,North Little Rock,US,-92.255493,Hardee's,AR
645 E Kings Hwy,Shreveport,US,-93.71921,Taco Bell,LA
1630 E Bert Kouns Industrial Loop,Shreveport,US,-93.71468,Taco Bell,LA
1185 Front St,Soledad,US,-121.32156,Taco Bell,CA
124 Highway 15 N,Pontotoc,US,-89.0173,Hardee's,MS
11 N Kingshighway St,Perryville,US,-89.8625,Hardee's,MO
495 N Main St,Mountain Home,US,-115.69714,Taco John's,ID
2800 College Ave,Jackson,US,-87.88643,Hardee's,AL
1611 Sunset Dr,Norwalk,US,-93.67616,Taco John's,IA
2106 1st Ave E,Newton,US,-93.025426,Taco John's,IA
3601 Country Club Dr,Jefferson City,US,-92.25273,Hardee's,MO
1839 S Cedar Ave,Owatonna,US,-93.22533,Taco John's,MN
301 W Court Ave,Jeffersonville,US,-85.745,Hardee's,IN
3946 Asheville Hwy,Knoxville,US,-83.8746,Hardee's,TN
109 Lemieur St,Little Falls,US,-94.33707,Taco John's,MN
1306 43rd St,Maquoketa,US,-90.68681,Taco John's,IA
105 N 5th St,Pekin,US,-89.644969,Hardee's,IL
116 Us Hwy 74a,Rutherfordton,US,-81.96257,Hardee's,NC
14086 Northdale Blvd,Rogers,US,-93.555756,Hardee's,MN
2914 Broadway St,Quincy,US,-91.369321,Hardee's,IL
13151 N Hickory St,Loxley,US,-87.7527,Hardee's,AL
76 E Midland Trl,Lexington,US,-79.4327,Hardee's,VA
7404 Williamson Rd,Roanoke,US,-79.952718,Hardee's,VA
3050 Maple Ave,Zanesville,US,-82.0156,Rally's Hamburgers,OH
201 N Rock St,Sheridan,US,-92.399139,Hardee's,AR
10830 John Wayne Dr,Greencastle,US,-77.7121,Subway,PA
2101 Cherry Lane,Bethlehem,US,-75.33895,Waffle House,PA
1301 W Bakerview Rd,Bellingham,US,-122.51306,Five Guys,WA
6297 Roswell Rd,Atlanta,US,-84.379,Five Guys,GA
1680 Seminole Trl,Charlottesville,US,-78.47283,Hardee's,VA
3975 Baldwin Rd,Auburn Hills,US,-83.3076,Five Guys,MI
72358 Baker Blvd,Baker,US,-116.069525,Jack in the Box,CA
3205 Clark Butler Blvd,Gainesville,US,-82.382645,Jimmy Johns,FL
241 N Central Ave,Staunton,US,-79.074134,Hardee's,VA
2221 S Cooper St,Arlington,US,-97.1167,Waffle House,TX
3417 Wrightsboro Rd,Augusta,US,-82.076714,Waffle House,GA
2402 E 38th St,Indianapolis,US,-86.12149,Popeyes Louisiana Kitchen,IN
1502 W Main St,Jacksonville,US,-92.12542,Popeyes Louisiana Kitchen,AR
1210 W Will Rogers Blvd,Claremore,US,-95.62402,Taco Bueno,OK
4099 Erie St,Willoughby,US,-81.4065,Taco Local,OH
2337 Sir Barton Way Ste 105,Lexington,US,-84.42153,Qdoba Mexican Grill,KY
830 Eastgate South Dr,Cincinnati,US,-84.2657,Five Guys,OH
201 Rocherty Rd,Lebanon,US,-76.4238,Five Guys,PA
5413 Whittlesey Blvd,Columbus,US,-84.94917,Five Guys,GA
200 W Ridge Pike,Conshohocken,US,-75.28765,Five Guys,PA
2032 Town Center Blvd,Knoxville,US,-84.07669,Five Guys,TN
1143 Brown St,Dayton,US,-84.1825,Five Guys,OH
10922 Parkside Dr,Knoxville,US,-84.156,Five Guys,TN
1503 State Highway 99,Gridley,US,-121.6884,Taco Bell,CA
11423 Highway 49,Gulfport,US,-89.1003,Taco Bell,AL
730 N Carol Malone Blvd,Grayson,US,-82.94291,Taco Bell,KY
4 N Broadview St,Greenbrier,US,-92.38776,Taco Bell,AR
Rt 220 So Box 934,Keyser,US,-79.126589,Pizza Hut,WV
2130 W Nolana Ave,Mcallen,US,-98.23722,Stars Drive-In,TX
13713 Metcalf Ave,Overland Park,US,-94.66734,Firehouse Subs,KS
1228 Park Ave,Meadville,US,-80.15598,Taco Bell,PA
100 Lageschulte St,Barrington,US,-88.14325,Original Tracks,IL
860 N 8th St,Medford,US,-90.33366,Taco Bell,WI
826 S 3rd St,Memphis,US,-90.05492,Taco Bell,TN
1401 Broadway St N,Menomonie,US,-91.93246,Taco Bell,WI
405 N Ross Ave,Mexia,US,-96.473933,Taco Bell,TX
607 W Monroe St,Mexico,US,-91.891052,Taco Bell,MO
279 Saint Clair Sq,Fairview Heights,US,-89.983665,Panda Express,IL
702 Plaza Dr,Chesterton,US,-87.043461,Taco Bell,IN
1782 S 4th St,Chickasha,US,-97.93535,Taco Bell,OK
604 N 4th St,Chillicothe,US,-89.489732,Taco Bell,IL
4236 Holland Rd,Virginia Beach,US,-76.11919,Taco Bell,VA
9247 Middlebelt Rd,Romulus,US,-83.32703,Rally's Hamburgers,MI
1515 N Valley Mills Dr,Waco,US,-97.19404,Taco Bell,TX
1295 Columbus Ave,Washington Court House,US,-83.427235,Taco Bell,OH
973 Wolcott St,Waterbury,US,-73.00726,Taco Bell,CT
276 Chase Ave,Waterbury,US,-73.033804,Taco Bell,CT
411 Lexington Rd,Versailles,US,-84.71942,Taco Bell,KY
6430 Glenway Ave,Cincinnati,US,-84.627597,Taco Bell,OH
9067 Fields Ertel Rd,Cincinnati,US,-84.310686,Taco Bell,OH
1201 W Will Rogers Blvd,Claremore,US,-95.62399,Taco Bell,OK
606 N Davis Ave,Cleveland,US,-90.715733,Taco Bell,MS
716 Parker St,Monteagle,US,-85.849644,Hardee's,TN
1504 US Highway 68,Maysville,US,-83.8192,Hardee's,KY
358 E Dupont Hwy Unit 10,Millsboro,US,-75.28907,Hardee's,DE
611 Highgrove Place,Rockford,US,-88.981544,Five Guys,IL
235 W Quinn Rd,Pocatello,US,-112.45261,Five Guys,ID
538 E Robinson Ave,Springdale,US,-94.12654,Popeyes Louisiana Kitchen,AR
47A Rehoboth Ave,Rehoboth Beach,US,-75.07784,Five Guys,DE
3151 Route 9 South,Rio Grande,US,-74.8709,Five Guys,NJ
7 Rehoboth Ave,Rehoboth Beach,US,-75.0764,Thrasher's French Fries,DE
501 W California Ave,Ruston,US,-92.64451,Popeyes Louisiana Kitchen,LA
205 Paul Bunyan Dr NW,Bemidji,US,-94.88155,Hardee's,MN
211 N Main St,Bluffton,US,-85.171419,Hardee's,IN
435 W 4th St,Quarryville,US,-76.17442,Subway Citgo of Quarryville,PA
79 Winthrop Ave,Lawrence,US,-71.14899,Taco Bell,MA
5226 Franklin St,Michigan City,US,-86.8939,Five Guys,IN
84 Dixon Springs Hwy,Carthage,US,-85.969155,Hardee's,TN
1802 S 5th St,Leesville,US,-93.26792,Taco Bell,LA
49 E Midland Trl,Lexington,US,-79.433171,Taco Bell,VA
33 N Derr Dr,Lewisburg,US,-76.89256,Taco Bell,PA
404 Colman St,New London,US,-72.11642,Taco Bell,CT
301 Highway 367 N,Newport,US,-91.252258,Taco Bell,AR
1300 W 18th St S,Newton,US,-93.07621,Taco Bell,IA
704 S Main St,Salem,US,-91.53536,Taco Bell,MO
45 Farrell Rd,Rutland,US,-72.96861,Taco Bell,VT
504 S Main St,Salem,US,-86.10018,Taco Bell,IN
2087 Snelling Ave N,Saint Paul,US,-93.1667,KFC,MN
3350 W Roosevelt Rd,Chicago,US,-87.710321,Taco Bell,IL
4522 26th Ave S,Fargo,US,-96.86286,Taco John's,ND
4040 Capital Blvd,Raleigh,US,-78.581,KFC,NC
5990 S Flamingo Rd,Fort Lauderdale,US,-80.3123,KFC,FL
102 1st Ave,New York,US,-73.98591,McDonald's,NY
110 Wall St,New York,US,-74.00652,Fuku,NY
19230 Woodfield Rd,Gaithersburg,US,-77.1533,McDonalds,MD
307 W Van Matre Ave,Eglin Afb,US,-86.5091,Burger King,FL
238 N. Tyndall Parkway,Panama City,US,-85.5907,SONIC Drive In,FL
8825 S 180th St,Kent,US,-122.22222,Baja Fresh,WA
2207 Bel Pre Rd,Silver Spring,US,-77.0471,McDonald's,MD
5290 Randolph Rd,Rockville,US,-77.10454,Boston Market,MD
67 Rehoboth Ave,Rehoboth Beach,US,-75.07846,Capriotti's Sandwich Shop,DE
24043 Sussex Hwy,Seaford,US,-75.59365,Arby's,DE
38215 DuPont Blvd,Selbyville,US,-75.23287,McDonald's,DE
24943 John J Williams Hwy,Millsboro,US,-75.19405,McDonald's,DE
19010 Coastal Hwy,Rehoboth Beach,US,-75.13136,Taco Bell,DE
9 S Dupont Hwy,Selbyville,US,-75.233924,Arby's,DE
6928 South Dupont Hwy,Woodside,US,-75.554285,Arby's,DE
1000 Midway Dr Ste 1,Harrington,US,-75.56498,Domino's Pizza,DE
261 N DuPont Hwy Ste 4,Dover,US,-75.51793,Domino's Pizza,DE
374 Walmart Dr Ste 5,Camden Wyoming,US,-75.54637,Domino's Pizza,DE
30 S Chapel St,Newark,US,-75.74493,Burger King,DE
28370 Trails Edge Blvd,Bonita Springs,US,-81.8064,Taco Bell,FL
9420 Daniels Pkwy,Fort Myers,US,-81.80055,Waffle House,FL
5067 J Turner Butler Blvd,Jacksonville,US,-81.599,Waffle House,FL
2500 N Wickham Rd,Melbourne,US,-80.6719,Burger King,FL
2026 W Pensacola St,Tallahassee,US,-84.31994,McDonalds,FL
1545 NW Saint Lucie West Blvd,Port Saint Lucie,US,-80.3929,Burger King,FL
11141 N Tamiami Trail,Naples,US,-81.8022,McDonald's,FL
4938 New Jesup Hwy,Brunswick,US,-81.5178,Wendy's,GA
1605 North Slappey Blvd,Albany,US,-84.176389,Krystal,GA
4727 Altama Avenue,Brunswick,US,-81.4856,SONIC Drive In,GA
1960 Barnett Shoals Rd,Athens,US,-83.34074,Burger King,GA
1085 Prince Avenue,Athens,US,-83.395299,Krystal,GA
1821 Glynn Ave Hwy 17,Brunswick,US,-81.4797,McDonalds,GA
817 Rosedale Shopping Center,Saint Paul,US,-93.16981,Panera Bread,MN
607 S Aurora St,Eldon,US,-92.581825,Eldon Drive In,MO
10003 Abercorn Street,Savannah,US,-81.1308,Krystal,GA
2383 Whitesville Road,Lagrange,US,-85.0291,Arby's,GA
114 Commerce Avenue,Lagrange,US,-85.026821,Krystal,GA
2114 Shorter Ave NW,Rome,US,-85.22555,Burger King,GA
3046 Bankhead Hwy,Austell,US,-84.63687,Dominos Pizza,GA
810 Archway Drive,Statesboro,US,-81.767,McDonald's,GA
200 S Huntington St,Syracuse,US,-85.747599,Penguin Point,IN
2010 N Bend Rd,Hebron,US,-84.71089,Penn Station East Coast Subs,KY
10518 Kingston Pike,Knoxville,US,-84.13357,Petro's Chili & Chips,TN
436 Perkins Ext,Memphis,US,-89.908347,Back Yard Burgers,TN
18400 W Warren Ave,Detroit,US,-83.21957,Taco Bell,MI
510 W 7th St,Los Angeles,US,-118.25596,The Halal Guys,CA
799 N Lake St,Pasadena,US,-118.1329,McDonald's,CA
1515 S Bradley Rd,Santa Maria,US,-120.418775,Taco Bell,CA
7750 Okeechobee Blvd,West Palm Beach,US,-80.165,Jimmy John's,FL
4506 W Overland Rd,Boise,US,-116.2377,Pizza Hut,ID
680 W Washington St #6,Sequim,US,-123.11811,Burger King,WA
US Highway 58 221,Hillsville,US,-80.7494,Burger King,VA
26 Railroad St,Saint Johnsbury,US,-72.01748,Subway,VT
4006 S McColl Rd,Edinburg,US,-98.201,Burger King,TX
10901 Midlothian Tpk,Richmond,US,-77.598438,Arby's,VA
1603 Landmark Drive,Cottage Grove,US,-89.198685,Arby's,WI
6501 Landover Rd,Hyattsville,US,-76.90149,Ny Chicken Fish,MD
1080 Grand Ave,Farmington,US,-111.91037,McDonald's,UT
534 N Harrisville Rd,Ogden,US,-111.97551,McDonald's,UT
195 W 500 S,Bountiful,US,-111.885435,Carl's Jr.,UT
2207 Moody Parkway,Moody,US,-86.518429,Bojangles' Famous Chicken 'n Biscuits,AL
505 N Jp Wright Loop Rd,Jacksonville,US,-92.10688,Subway,AR
1360 E Yosemite Ave,Manteca,US,-121.19426,McDonald's,CA
18988 Sonoma Hwy,Sonoma,US,-122.477,McDonald's,CA
1520 S Stephenson Ave,Iron Mountain,US,-88.05204,Taco Bell,MI
800 S Stephenson Ave,Iron Mountain,US,-88.0643,Wendy's,MI
561 W Main Ave,Taylorsville,US,-81.18525,McDonald's,NC
901 E Innes Street,Salisbury,US,-80.462,Bojangles' Famous Chicken 'n Biscuits,NC
700 Forest Gate Center,Pisgah Forest,US,-82.7022,Taco Bell,NC
1304 E Broad Ave Tri City,Rockingham,US,-79.7492,McDonald's,NC
601 Jake Alexander Blvd,Salisbury,US,-80.5006,McDonald's,NC
2100 W Nash St,Wilson,US,-77.9303,McDonald's,NC
1500 Cotton Grove Road,Lexington,US,-80.2596,Arby's,NC
201 Walmart Cir,Booneville,US,-88.5618,Domino's Pizza,MS
721 1st Ave S,Jamestown,US,-98.70773,Quiznos,ND
2106 Rockford St,Mount Airy,US,-80.61704,Burger King,NC
3100 S Broadway,Minot,US,-101.2968,KFC,ND
350 S Kirkwood Rd,Saint Louis,US,-90.406467,McDonald's,MO
6883 Parker Rd,Florissant,US,-90.23186,McDonald's,MO
479 Foundry St,North Easton,US,-71.1193,Burger King,MA
11820 Fountains Way,Osseo,US,-93.4293,Chick-fil-A,MN
5358 W Broadway Ave,Minneapolis,US,-93.36073,Burger King,MN
1029 High Point St,Randleman,US,-79.8244,Wendy's,NC
838 S Van Buren Rd,Eden,US,-79.73851,Arby's,NC
913 Moye Blvd,Greenville,US,-77.398,Hardee's,NC
102 4th St S,Wahpeton,US,-96.60527,Domino's Pizza,ND
5321 S La Grange Rd,La Grange,US,-87.868794,Jimmy John's,IL
51 North Green Rd,Fairhope,US,-87.886803,Arby's,AL
6405 S Virginia St,Reno,US,-119.786199,Subway,NV
8200 Parkway Dr,La Mesa,US,-117.0203,Chick-Fil-A,CA
1625 County Road 210 W,Saint Johns,US,-81.49424,McDonald's,FL
1300 N Miller St,Wenatchee,US,-120.324854,Taco Bell,WA
20195 Mack Ave,Grosse Pointe,US,-82.908547,Boston Market,MI
200 N Wilson Rd,Columbus,US,-83.092816,Taco Bell,OH
6776 Goshen Rd,Goshen,US,-84.157713,McDonald's,OH
3903 Winston Ave,Latonia,US,-84.5048,McDonald's,KY
